order_id,customer_id,order_date,shipping_date,order_status,shipping_city,shipping_state
23057,1678,2025-11-21,2025-11-22,Delivered,Ramagundam,Maharashtra
23058,699,2025-03-11,2025-03-17,Delivered,Uluberia,Gujarat
23059,3073,2026-09-08,2026-09-13,Delivered,Sonipat,Kerala
23060,2053,2024-09-29,2024-10-06,Delivered,Jamalpur,Karnataka
23061,169,2025-05-04,2025-05-08,Processing,Durg,Karnataka
23062,1410,2026-05-27,2026-05-28,Cancelled,Karimnagar,Tamil Nadu
23063,3813,2025-08-11,2025-08-12,Cancelled,Kakinada,Rajasthan
23064,4712,2026-08-19,2026-08-25,Delivered,Silchar,Delhi
23065,237,2026-07-11,2026-07-14,Delivered,Parbhani,Kerala
23066,1027,2025-05-22,2025-05-29,Cancelled,Amravati,Karnataka
23067,2996,2026-01-25,2026-01-26,Delivered,Morena,Maharashtra
23068,4205,2025-05-14,2025-05-15,Delivered,Dewas,Telangana
23069,1990,2025-09-16,2025-09-23,Processing,Uluberia,Gujarat
23070,2094,2025-08-09,2025-08-16,Cancelled,Sambalpur,Andhra Pradesh
23071,4921,2025-01-16,2025-01-19,Delivered,Kurnool,Tamil Nadu
23072,4220,2025-02-18,2025-02-25,Cancelled,Ballia,Maharashtra
23073,1965,2026-01-10,2026-01-16,Processing,Pimpri-Chinchwad,Delhi
23074,4830,2025-04-21,2025-04-27,Cancelled,Malegaon,Karnataka
23075,2183,2024-11-03,2024-11-06,Cancelled,Kochi,Kerala
23076,1102,2026-05-28,2026-05-30,Shipped,Jamnagar,Tamil Nadu
23077,33,2024-12-20,2024-12-25,Processing,Bangalore,Delhi
23078,3975,2025-04-16,2025-04-22,Processing,Bhalswa Jahangir Pur,Maharashtra
23079,4470,2025-12-07,2025-12-13,Delivered,Etawah,Maharashtra
23080,2211,2024-10-07,2024-10-08,Processing,Kollam,Andhra Pradesh
23081,176,2025-02-11,2025-02-18,Shipped,Mira-Bhayandar,Karnataka
23082,3931,2025-03-31,2025-04-06,Delivered,Bidhannagar,Tamil Nadu
23083,834,2025-05-14,2025-05-15,Shipped,Srikakulam,Telangana
23084,335,2026-06-28,2026-07-02,Processing,Jamalpur,Telangana
23085,4524,2025-01-22,2025-01-28,Delivered,Bulandshahr,Telangana
23086,3187,2026-01-02,2026-01-05,Processing,Ongole,West Bengal
23087,3349,2026-03-05,2026-03-10,Delivered,Gurgaon,Rajasthan
23088,4420,2025-04-29,2025-05-06,Delivered,Meerut,West Bengal
23089,1128,2026-02-08,2026-02-13,Delivered,Nizamabad,Andhra Pradesh
23090,485,2025-03-12,2025-03-17,Cancelled,Satna,Tamil Nadu
23091,2515,2026-03-01,2026-03-03,Cancelled,Jaunpur,Gujarat
23092,751,2026-06-07,2026-06-13,Shipped,Pallavaram,Maharashtra
23093,4924,2025-10-18,2025-10-22,Processing,Mira-Bhayandar,West Bengal
23094,4197,2025-06-29,2025-07-05,Delivered,Varanasi,Kerala
23095,1514,2026-03-15,2026-03-17,Delivered,Bhiwani,Karnataka
23096,1381,2025-06-08,2025-06-15,Delivered,Karaikudi,Gujarat
23097,4821,2025-08-29,2025-08-30,Cancelled,Jabalpur,Rajasthan
23098,1559,2025-12-05,2025-12-08,Delivered,Morena,Tamil Nadu
23099,3654,2025-04-07,2025-04-08,Delivered,Malda,West Bengal
23100,912,2025-06-09,2025-06-15,Shipped,Vijayawada,Gujarat
23101,5000,2025-07-12,2025-07-16,Delivered,Bhind,Andhra Pradesh
23102,3608,2026-01-07,2026-01-09,Delivered,Kalyan-Dombivli,Delhi
23103,2309,2025-08-18,2025-08-22,Delivered,Jehanabad,Karnataka
23104,2605,2026-01-09,2026-01-10,Processing,Etawah,Tamil Nadu
23105,3428,2024-11-22,2024-11-24,Delivered,Baranagar,Rajasthan
23106,3894,2024-11-03,2024-11-05,Shipped,Saharanpur,Rajasthan
23107,507,2025-11-19,2025-11-20,Delivered,Raebareli,Kerala
23108,961,2025-01-12,2025-01-14,Delivered,Malda,Gujarat
23109,5,2025-06-03,2025-06-09,Delivered,Vellore,Delhi
23110,4271,2025-08-02,2025-08-03,Processing,Karaikudi,Tamil Nadu
23111,3968,2026-02-26,2026-03-03,Shipped,Ujjain,Kerala
23112,4674,2025-11-24,2025-11-27,Processing,Alappuzha,Kerala
23113,3713,2024-12-05,2024-12-08,Cancelled,Ambarnath,Karnataka
23114,607,2025-05-22,2025-05-29,Delivered,Serampore,Delhi
23115,3950,2026-07-14,2026-07-17,Delivered,Gorakhpur,Telangana
23116,2886,2026-06-07,2026-06-12,Cancelled,Tiruvottiyur,Andhra Pradesh
23117,2004,2025-05-23,2025-05-24,Delivered,Kottayam,Telangana
23118,2103,2025-03-05,2025-03-09,Delivered,Tiruchirappalli,Telangana
23119,3751,2025-06-15,2025-06-16,Delivered,Pune,Delhi
23120,3561,2025-12-22,2025-12-25,Shipped,Bidar,Gujarat
23121,1978,2025-05-14,2025-05-15,Shipped,Durgapur,Tamil Nadu
23122,4146,2026-03-19,2026-03-22,Shipped,Sambhal,Gujarat
23123,568,2025-08-25,2025-08-30,Delivered,Kakinada,Telangana
23124,628,2024-09-20,2024-09-25,Delivered,Pondicherry,West Bengal
23125,4202,2025-04-20,2025-04-22,Delivered,Muzaffarnagar,Karnataka
23126,4068,2026-04-11,2026-04-15,Delivered,Dewas,Andhra Pradesh
23127,3918,2025-04-23,2025-04-30,Delivered,Morena,Maharashtra
23128,3112,2025-05-13,2025-05-16,Cancelled,Adoni,Tamil Nadu
23129,3634,2024-09-27,2024-10-04,Cancelled,Haldia,Andhra Pradesh
23130,3310,2025-11-12,2025-11-13,Processing,Anand,Tamil Nadu
23131,2976,2026-04-29,2026-05-02,Delivered,Amaravati,West Bengal
23132,4057,2024-12-03,2024-12-09,Shipped,Amaravati,Maharashtra
23133,137,2025-09-30,2025-10-05,Cancelled,Ambarnath,Tamil Nadu
23134,936,2025-08-23,2025-08-29,Shipped,Asansol,Karnataka
23135,3822,2026-08-11,2026-08-14,Delivered,Proddatur,Delhi
23136,2528,2024-10-10,2024-10-15,Delivered,Kulti,Gujarat
23137,153,2026-03-29,2026-04-05,Delivered,Naihati,Rajasthan
23138,498,2026-04-05,2026-04-09,Cancelled,Loni,Rajasthan
23139,2917,2025-08-10,2025-08-14,Delivered,Machilipatnam,Andhra Pradesh
23140,4675,2026-05-20,2026-05-22,Shipped,Bhind,Kerala
23141,4625,2026-06-05,2026-06-10,Delivered,Karaikudi,Gujarat
23142,4249,2025-11-18,2025-11-19,Shipped,Ramgarh,Tamil Nadu
23143,3971,2026-09-01,2026-09-06,Cancelled,Raebareli,Kerala
23144,807,2026-06-01,2026-06-05,Cancelled,Eluru,West Bengal
23145,325,2025-08-08,2025-08-11,Delivered,Berhampore,Andhra Pradesh
23146,3325,2025-09-07,2025-09-10,Shipped,Ghaziabad,West Bengal
23147,3649,2026-01-19,2026-01-26,Delivered,Rourkela,Gujarat
23148,1000,2025-03-13,2025-03-20,Shipped,Tadipatri,Kerala
23149,495,2025-03-20,2025-03-22,Cancelled,Nanded,Tamil Nadu
23150,1781,2024-10-26,2024-10-27,Delivered,Mysore,Telangana
23151,67,2026-05-29,2026-06-05,Processing,Satna,Delhi
23152,4792,2024-10-12,2024-10-16,Delivered,Bhiwani,Rajasthan
23153,3611,2025-01-01,2025-01-02,Shipped,Bihar Sharif,Maharashtra
23154,4097,2026-07-08,2026-07-09,Processing,Mumbai,Delhi
23155,2872,2026-05-30,2026-06-05,Shipped,Tadipatri,West Bengal
23156,3298,2024-10-12,2024-10-17,Delivered,Bhind,Karnataka
23157,956,2024-12-26,2024-12-31,Delivered,Avadi,Telangana
23158,4829,2025-09-09,2025-09-13,Shipped,Barasat,West Bengal
23159,1566,2025-01-12,2025-01-13,Delivered,Rajahmundry,Delhi
23160,774,2024-10-29,2024-10-31,Shipped,Silchar,Telangana
23161,4914,2026-08-11,2026-08-12,Delivered,Jaipur,Kerala
23162,1401,2025-05-23,2025-05-26,Delivered,Kishanganj,Andhra Pradesh
23163,2654,2025-01-06,2025-01-08,Delivered,Howrah,Karnataka
23164,2566,2024-10-10,2024-10-15,Shipped,Kirari Suleman Nagar,Tamil Nadu
23165,1014,2025-12-03,2025-12-09,Shipped,Ambala,Gujarat
23166,3976,2025-04-27,2025-04-30,Processing,Kollam,Kerala
23167,161,2025-12-12,2025-12-13,Delivered,Naihati,Telangana
23168,2612,2025-06-10,2025-06-11,Delivered,Nizamabad,Tamil Nadu
23169,1596,2026-06-21,2026-06-28,Processing,Ulhasnagar,Rajasthan
23170,4642,2025-07-18,2025-07-19,Cancelled,Katihar,Tamil Nadu
23171,2782,2024-12-16,2024-12-21,Delivered,Uluberia,Telangana
23172,2461,2025-12-28,2025-12-29,Cancelled,Delhi,Maharashtra
23173,2761,2024-12-18,2024-12-25,Cancelled,Chapra,Rajasthan
23174,3106,2024-09-21,2024-09-25,Processing,Parbhani,Kerala
23175,1024,2025-09-08,2025-09-09,Cancelled,Amaravati,Delhi
23176,2938,2026-05-06,2026-05-10,Shipped,Raichur,West Bengal
23177,22,2024-11-24,2024-11-25,Delivered,Saharsa,Andhra Pradesh
23178,2593,2025-04-25,2025-04-29,Delivered,Serampore,Maharashtra
23179,1974,2025-10-16,2025-10-18,Shipped,Udaipur,Gujarat
23180,2546,2026-05-07,2026-05-10,Delivered,Gaya,Andhra Pradesh
23181,4656,2025-09-15,2025-09-17,Delivered,Khammam,Andhra Pradesh
23182,2417,2026-06-06,2026-06-13,Delivered,Srinagar,West Bengal
23183,1601,2025-04-20,2025-04-26,Processing,Chinsurah,Gujarat
23184,147,2025-10-22,2025-10-26,Delivered,Agra,Gujarat
23185,4548,2026-05-06,2026-05-09,Delivered,Etawah,West Bengal
23186,4663,2026-08-14,2026-08-17,Shipped,Jhansi,Kerala
23187,744,2026-07-26,2026-08-01,Delivered,Berhampur,Telangana
23188,721,2025-01-30,2025-02-02,Delivered,Hubli–Dharwad,Telangana
23189,558,2025-05-31,2025-06-04,Delivered,Durgapur,Kerala
23190,3526,2025-11-30,2025-12-06,Cancelled,Bilaspur,Rajasthan
23191,4570,2026-01-17,2026-01-24,Delivered,Saharsa,Delhi
23192,3986,2025-07-18,2025-07-25,Shipped,Fatehpur,Tamil Nadu
23193,2421,2025-09-16,2025-09-20,Delivered,Madanapalle,Tamil Nadu
23194,1678,2026-07-26,2026-07-27,Delivered,Malegaon,Karnataka
23195,422,2025-02-15,2025-02-22,Shipped,Burhanpur,Maharashtra
23196,1431,2025-11-27,2025-12-01,Processing,Suryapet,Telangana
23197,3279,2026-05-18,2026-05-24,Delivered,Bettiah,Maharashtra
23198,830,2026-04-09,2026-04-11,Delivered,Motihari,Karnataka
23199,3565,2026-03-20,2026-03-25,Delivered,Nagpur,Andhra Pradesh
23200,2963,2025-10-09,2025-10-13,Delivered,Pallavaram,Gujarat
23201,466,2025-01-18,2025-01-25,Delivered,Tiruvottiyur,Gujarat
23202,3279,2026-08-20,2026-08-26,Delivered,Guntakal,Telangana
23203,1395,2024-11-26,2024-11-28,Cancelled,Madhyamgram,Rajasthan
23204,2000,2025-06-18,2025-06-21,Delivered,Panvel,Maharashtra
23205,752,2025-07-14,2025-07-19,Delivered,Udupi,West Bengal
23206,4130,2025-01-07,2025-01-09,Delivered,Berhampore,Karnataka
23207,2179,2026-03-27,2026-03-30,Cancelled,Gudivada,Delhi
23208,2236,2026-05-25,2026-05-27,Processing,Maheshtala,Maharashtra
23209,1666,2024-12-23,2024-12-28,Delivered,Dehradun,Karnataka
23210,1500,2025-04-28,2025-05-02,Processing,Pudukkottai,Tamil Nadu
23211,1812,2026-02-10,2026-02-16,Delivered,Kolkata,Tamil Nadu
23212,191,2026-02-06,2026-02-13,Processing,Sambalpur,Andhra Pradesh
23213,825,2025-07-24,2025-07-25,Delivered,Bettiah,Maharashtra
23214,4211,2025-12-25,2026-01-01,Delivered,Kumbakonam,Rajasthan
23215,3008,2024-10-03,2024-10-10,Processing,Bhiwandi,Gujarat
23216,4990,2024-12-08,2024-12-14,Delivered,Ambattur,Gujarat
23217,1566,2025-05-29,2025-05-30,Delivered,Chandrapur,Tamil Nadu
23218,4036,2024-12-24,2024-12-27,Cancelled,Srinagar,Kerala
23219,3181,2026-06-28,2026-06-30,Delivered,Bardhaman,Karnataka
23220,2512,2025-02-02,2025-02-06,Processing,Tadepalligudem,Kerala
23221,1389,2026-06-26,2026-07-03,Delivered,Latur,Karnataka
23222,142,2026-05-08,2026-05-09,Delivered,Sikar,Gujarat
23223,4652,2026-03-01,2026-03-03,Delivered,Bangalore,Kerala
23224,4523,2026-02-25,2026-02-27,Cancelled,Imphal,Rajasthan
23225,1282,2026-03-04,2026-03-09,Delivered,Nagpur,West Bengal
23226,4948,2025-08-29,2025-08-31,Delivered,Patiala,Gujarat
23227,2560,2025-11-13,2025-11-18,Delivered,Rourkela,Maharashtra
23228,1247,2025-04-25,2025-04-29,Cancelled,Pondicherry,Andhra Pradesh
23229,3317,2025-09-25,2025-09-28,Processing,Kharagpur,Rajasthan
23230,4778,2025-11-20,2025-11-27,Shipped,Agartala,West Bengal
23231,4172,2025-10-18,2025-10-25,Delivered,Chittoor,Andhra Pradesh
23232,3854,2026-05-23,2026-05-26,Processing,Chandigarh,Karnataka
23233,3080,2025-07-23,2025-07-29,Cancelled,Singrauli,Maharashtra
23234,2723,2026-03-20,2026-03-21,Shipped,Baranagar,Gujarat
23235,1775,2024-10-23,2024-10-26,Delivered,Khammam,Delhi
23236,2040,2024-11-20,2024-11-23,Cancelled,Hospet,Rajasthan
23237,525,2025-03-09,2025-03-12,Processing,Mumbai,West Bengal
23238,3902,2026-01-11,2026-01-12,Delivered,Jalna,West Bengal
23239,1598,2025-08-03,2025-08-08,Shipped,Mira-Bhayandar,Karnataka
23240,3585,2025-04-22,2025-04-23,Delivered,Dewas,Andhra Pradesh
23241,4963,2025-11-12,2025-11-19,Processing,Guwahati,Maharashtra
23242,724,2024-11-19,2024-11-23,Delivered,Uluberia,Andhra Pradesh
23243,3493,2024-09-30,2024-10-02,Processing,Tirupati,Maharashtra
23244,463,2025-05-20,2025-05-27,Cancelled,Kakinada,Karnataka
23245,4614,2025-05-08,2025-05-12,Delivered,Vellore,Andhra Pradesh
23246,1810,2025-12-18,2025-12-19,Cancelled,Bally,Maharashtra
23247,2797,2024-09-27,2024-09-29,Delivered,Kamarhati,Telangana
23248,3671,2025-10-24,2025-10-25,Processing,Ghaziabad,Andhra Pradesh
23249,4519,2026-06-26,2026-07-01,Delivered,Firozabad,West Bengal
23250,2712,2025-08-10,2025-08-15,Shipped,Saharsa,West Bengal
23251,1017,2026-08-03,2026-08-08,Processing,Guna,Delhi
23252,2203,2026-04-12,2026-04-15,Processing,Durgapur,Gujarat
23253,3223,2026-09-11,2026-09-14,Processing,Tinsukia,West Bengal
23254,940,2026-09-04,2026-09-11,Delivered,Barasat,Telangana
23255,2458,2025-10-22,2025-10-25,Delivered,Durg,Andhra Pradesh
23256,2920,2026-01-25,2026-01-27,Delivered,Ajmer,Andhra Pradesh
23257,3269,2025-03-11,2025-03-14,Delivered,Dehradun,Rajasthan
23258,863,2026-02-06,2026-02-09,Delivered,Satara,Kerala
23259,2258,2025-12-25,2025-12-27,Cancelled,Ozhukarai,Telangana
23260,2179,2024-11-22,2024-11-27,Delivered,Bally,Maharashtra
23261,2906,2026-03-21,2026-03-25,Delivered,Gandhinagar,Telangana
23262,2119,2025-10-28,2025-11-02,Delivered,Faridabad,Rajasthan
23263,4182,2024-09-28,2024-10-02,Delivered,Pali,Telangana
23264,4625,2025-09-21,2025-09-23,Delivered,Bhind,Andhra Pradesh
23265,301,2026-03-13,2026-03-16,Delivered,Chapra,Telangana
23266,3706,2026-01-04,2026-01-07,Cancelled,Saharanpur,Delhi
23267,3704,2024-10-15,2024-10-18,Shipped,Jabalpur,Gujarat
23268,131,2026-04-27,2026-04-29,Delivered,Raebareli,Karnataka
23269,4999,2026-03-05,2026-03-06,Delivered,Nagaon,Maharashtra
23270,789,2025-02-10,2025-02-12,Delivered,Karnal,Rajasthan
23271,2360,2025-07-03,2025-07-07,Shipped,Parbhani,Kerala
23272,1300,2024-12-17,2024-12-18,Shipped,Ahmednagar,Kerala
23273,3169,2025-12-14,2025-12-17,Processing,Bangalore,Karnataka
23274,4481,2026-04-15,2026-04-22,Delivered,Agra,Tamil Nadu
23275,2834,2025-05-08,2025-05-15,Cancelled,Malegaon,Telangana
23276,2591,2024-11-30,2024-12-02,Delivered,Ozhukarai,West Bengal
23277,4011,2025-08-04,2025-08-09,Shipped,Nanded,Kerala
23278,926,2024-12-04,2024-12-05,Delivered,Karnal,Karnataka
23279,4277,2026-08-29,2026-08-30,Delivered,Mirzapur,Andhra Pradesh
23280,1377,2026-07-23,2026-07-24,Cancelled,Shivpuri,Karnataka
23281,3645,2026-02-21,2026-02-24,Delivered,Gandhidham,Kerala
23282,2593,2025-11-06,2025-11-08,Delivered,Bharatpur,Tamil Nadu
23283,523,2026-01-13,2026-01-19,Processing,Darbhanga,West Bengal
23284,1690,2025-09-06,2025-09-12,Cancelled,Serampore,Telangana
23285,4876,2024-12-03,2024-12-09,Delivered,Jamshedpur,Rajasthan
23286,607,2026-07-16,2026-07-18,Delivered,Jaipur,Tamil Nadu
23287,4383,2025-11-19,2025-11-26,Processing,Mirzapur,Maharashtra
23288,2405,2026-03-15,2026-03-16,Delivered,Kolkata,Maharashtra
23289,954,2025-12-14,2025-12-20,Shipped,Nangloi Jat,Gujarat
23290,3909,2024-10-17,2024-10-20,Cancelled,Tadepalligudem,Rajasthan
23291,4092,2025-05-10,2025-05-13,Cancelled,Delhi,Tamil Nadu
23292,1639,2025-06-30,2025-07-07,Delivered,Raiganj,Telangana
23293,676,2024-11-22,2024-11-28,Delivered,Kakinada,Gujarat
23294,4792,2026-08-06,2026-08-12,Delivered,Rampur,Maharashtra
23295,3213,2024-12-20,2024-12-24,Delivered,Aligarh,Tamil Nadu
23296,4588,2026-07-06,2026-07-09,Cancelled,Munger,West Bengal
23297,3302,2026-06-01,2026-06-02,Shipped,Bhatpara,Maharashtra
23298,2503,2026-04-01,2026-04-04,Processing,Patna,Rajasthan
23299,3908,2025-02-22,2025-02-23,Cancelled,Indore,Gujarat
23300,2668,2024-12-22,2024-12-23,Delivered,Nandyal,West Bengal
23301,3850,2026-02-03,2026-02-04,Processing,Berhampore,West Bengal
23302,2607,2024-09-22,2024-09-26,Shipped,Pallavaram,West Bengal
23303,1376,2025-08-14,2025-08-21,Shipped,Dehradun,Rajasthan
23304,1284,2026-08-31,2026-09-02,Delivered,Bangalore,West Bengal
23305,3890,2024-12-28,2025-01-04,Delivered,Noida,Gujarat
23306,4256,2026-06-12,2026-06-16,Cancelled,Bhusawal,Gujarat
23307,3554,2025-11-18,2025-11-21,Cancelled,Gudivada,Telangana
23308,2666,2026-09-08,2026-09-09,Delivered,Mau,Kerala
23309,2866,2025-01-19,2025-01-25,Processing,Patna,Tamil Nadu
23310,2801,2024-11-01,2024-11-08,Delivered,Bhavnagar,Kerala
23311,2972,2026-05-27,2026-05-28,Shipped,Bhusawal,Andhra Pradesh
23312,4125,2025-12-28,2026-01-01,Cancelled,Ongole,Kerala
23313,1917,2026-08-14,2026-08-16,Delivered,Katihar,West Bengal
23314,2565,2025-02-15,2025-02-22,Delivered,Berhampur,Maharashtra
23315,2966,2025-11-13,2025-11-15,Shipped,Begusarai,Andhra Pradesh
23316,1567,2024-12-30,2024-12-31,Delivered,Chennai,Karnataka
23317,1637,2025-11-17,2025-11-22,Shipped,Sagar,Delhi
23318,3301,2024-10-13,2024-10-19,Processing,Guwahati,Telangana
23319,2276,2026-07-09,2026-07-15,Cancelled,Ranchi,Karnataka
23320,299,2025-05-16,2025-05-18,Delivered,Rewa,Gujarat
23321,1947,2025-04-28,2025-05-04,Shipped,Ahmedabad,Andhra Pradesh
23322,2525,2025-03-30,2025-04-02,Delivered,Gandhinagar,Telangana
23323,124,2024-10-25,2024-10-27,Delivered,Indore,Karnataka
23324,1405,2025-02-14,2025-02-16,Cancelled,Alappuzha,Telangana
23325,2528,2024-11-28,2024-11-29,Cancelled,Nizamabad,Karnataka
23326,894,2025-04-08,2025-04-09,Processing,Rajahmundry,Rajasthan
23327,604,2025-09-02,2025-09-08,Delivered,Jehanabad,Kerala
23328,3949,2025-06-13,2025-06-15,Delivered,Guna,Gujarat
23329,2446,2025-10-23,2025-10-28,Processing,Guna,Karnataka
23330,3447,2025-01-24,2025-01-26,Shipped,Kamarhati,Maharashtra
23331,450,2025-04-03,2025-04-06,Delivered,Varanasi,Rajasthan
23332,4087,2025-08-28,2025-09-04,Processing,Ichalkaranji,Delhi
23333,3083,2025-08-20,2025-08-27,Cancelled,Bathinda,Tamil Nadu
23334,4709,2026-01-14,2026-01-15,Shipped,Bhimavaram,Maharashtra
23335,2551,2025-10-24,2025-10-25,Delivered,Hajipur,Tamil Nadu
23336,4921,2026-05-22,2026-05-29,Delivered,Mira-Bhayandar,Rajasthan
23337,1057,2026-07-14,2026-07-15,Delivered,Naihati,Karnataka
23338,3390,2026-06-30,2026-07-03,Cancelled,Ludhiana,West Bengal
23339,3915,2025-07-08,2025-07-09,Processing,Kolhapur,Andhra Pradesh
23340,961,2025-10-19,2025-10-22,Shipped,Ahmednagar,Karnataka
23341,4798,2025-07-16,2025-07-22,Delivered,Nagaon,West Bengal
23342,4903,2025-03-20,2025-03-21,Delivered,Tirunelveli,Gujarat
23343,3588,2025-02-12,2025-02-16,Shipped,Guntakal,Gujarat
23344,1591,2024-11-20,2024-11-27,Delivered,Durgapur,Kerala
23345,1014,2026-08-27,2026-09-03,Processing,Nangloi Jat,Telangana
23346,2733,2026-05-17,2026-05-18,Delivered,Durgapur,Telangana
23347,2406,2025-11-23,2025-11-29,Delivered,Rohtak,Rajasthan
23348,3121,2026-08-28,2026-08-30,Delivered,Siwan,Gujarat
23349,2109,2026-03-22,2026-03-29,Delivered,Latur,Maharashtra
23350,427,2026-05-08,2026-05-11,Shipped,Jhansi,Rajasthan
23351,147,2024-11-18,2024-11-24,Delivered,Tezpur,Andhra Pradesh
23352,549,2026-01-05,2026-01-11,Shipped,Durgapur,West Bengal
23353,1481,2025-03-23,2025-03-29,Delivered,Raebareli,Andhra Pradesh
23354,2869,2026-01-20,2026-01-27,Delivered,Sri Ganganagar,Rajasthan
23355,4395,2026-07-19,2026-07-24,Delivered,Davanagere,Kerala
23356,1601,2025-06-19,2025-06-22,Delivered,Sultan Pur Majra,Delhi
23357,910,2026-08-07,2026-08-08,Delivered,Ballia,Maharashtra
23358,223,2025-07-08,2025-07-11,Delivered,Pali,Karnataka
23359,4821,2025-11-12,2025-11-18,Delivered,Chinsurah,Maharashtra
23360,716,2025-10-04,2025-10-05,Delivered,Madanapalle,Gujarat
23361,4231,2025-04-27,2025-05-04,Delivered,Vasai-Virar,Maharashtra
23362,4523,2025-05-12,2025-05-17,Delivered,Phagwara,Delhi
23363,2093,2025-07-04,2025-07-07,Delivered,Erode,West Bengal
23364,2344,2024-12-17,2024-12-18,Processing,Gulbarga,Karnataka
23365,3043,2025-04-12,2025-04-14,Shipped,Satna,Maharashtra
23366,4594,2025-03-26,2025-03-28,Delivered,Berhampore,West Bengal
23367,1052,2025-09-02,2025-09-04,Delivered,Jammu,Kerala
23368,2348,2026-07-02,2026-07-08,Processing,Kamarhati,Delhi
23369,1024,2025-03-13,2025-03-15,Shipped,Gandhinagar,Delhi
23370,1874,2024-12-03,2024-12-10,Shipped,Thrissur,Karnataka
23371,4539,2025-05-01,2025-05-07,Shipped,Haldia,Kerala
23372,4325,2026-08-21,2026-08-25,Delivered,Katihar,Gujarat
23373,1536,2026-04-13,2026-04-18,Shipped,Shimla,Telangana
23374,928,2024-11-16,2024-11-19,Cancelled,Mau,Andhra Pradesh
23375,4075,2025-02-10,2025-02-12,Cancelled,Nangloi Jat,Rajasthan
23376,2042,2025-03-11,2025-03-15,Cancelled,Kurnool,Maharashtra
23377,2161,2025-02-27,2025-03-01,Cancelled,Amritsar,Andhra Pradesh
23378,1669,2025-07-10,2025-07-17,Delivered,Avadi,Delhi
23379,849,2026-07-15,2026-07-18,Delivered,Rourkela,Rajasthan
23380,4996,2025-12-14,2025-12-20,Cancelled,Ongole,Delhi
23381,1055,2024-10-14,2024-10-20,Shipped,Agra,Rajasthan
23382,3600,2024-11-16,2024-11-21,Cancelled,Kolhapur,Rajasthan
23383,1042,2025-09-23,2025-09-24,Shipped,Bharatpur,Delhi
23384,1243,2026-01-29,2026-02-02,Cancelled,Machilipatnam,Kerala
23385,4441,2025-03-19,2025-03-21,Delivered,Bhilwara,Kerala
23386,566,2024-10-30,2024-11-05,Shipped,Mehsana,Telangana
23387,1639,2026-05-30,2026-06-04,Delivered,Gwalior,Andhra Pradesh
23388,1153,2026-04-05,2026-04-08,Cancelled,Bulandshahr,Andhra Pradesh
23389,2578,2025-03-30,2025-04-06,Delivered,Rampur,Maharashtra
23390,2650,2025-12-28,2025-12-29,Delivered,Panvel,Maharashtra
23391,4105,2026-01-18,2026-01-24,Cancelled,Ozhukarai,Karnataka
23392,4198,2025-09-12,2025-09-14,Shipped,Serampore,Gujarat
23393,641,2025-12-14,2025-12-16,Delivered,Bulandshahr,Karnataka
23394,2753,2026-03-07,2026-03-14,Delivered,Jalna,Rajasthan
23395,1582,2025-12-17,2025-12-24,Shipped,Mau,Andhra Pradesh
23396,4785,2024-11-01,2024-11-04,Shipped,Vellore,Maharashtra
23397,375,2024-11-18,2024-11-20,Delivered,Aligarh,Maharashtra
23398,1266,2025-09-24,2025-09-30,Shipped,Thrissur,Rajasthan
23399,2067,2025-02-07,2025-02-11,Delivered,Gorakhpur,Tamil Nadu
23400,4143,2026-08-28,2026-09-04,Cancelled,Pallavaram,Tamil Nadu
23401,2965,2024-12-10,2024-12-17,Delivered,Tinsukia,Telangana
23402,1401,2025-05-24,2025-05-29,Delivered,New Delhi,Maharashtra
23403,1164,2026-04-06,2026-04-07,Delivered,Gurgaon,Andhra Pradesh
23404,4232,2025-11-28,2025-12-01,Shipped,Vellore,Gujarat
23405,4131,2026-02-23,2026-02-27,Cancelled,Guwahati,Maharashtra
23406,1814,2025-02-16,2025-02-21,Shipped,Bokaro,Karnataka
23407,4788,2024-12-15,2024-12-19,Cancelled,Amaravati,Andhra Pradesh
23408,3614,2025-11-24,2025-11-26,Delivered,Rohtak,Rajasthan
23409,3599,2025-08-08,2025-08-14,Processing,Kadapa,West Bengal
23410,485,2025-03-21,2025-03-22,Delivered,Kota,Gujarat
23411,2408,2026-04-17,2026-04-24,Delivered,Vijayawada,West Bengal
23412,4477,2024-12-30,2025-01-06,Delivered,Ichalkaranji,Delhi
23413,4243,2026-06-12,2026-06-15,Delivered,Bhiwandi,Andhra Pradesh
23414,4162,2024-11-17,2024-11-19,Delivered,Singrauli,Gujarat
23415,4378,2025-02-23,2025-02-27,Delivered,Hindupur,Delhi
23416,3068,2026-04-30,2026-05-02,Processing,Agra,Delhi
23417,257,2025-12-13,2025-12-19,Delivered,Bhiwani,Gujarat
23418,2694,2026-08-21,2026-08-28,Delivered,Saharsa,Maharashtra
23419,1298,2026-02-02,2026-02-08,Delivered,Saharanpur,Kerala
23420,4120,2025-11-28,2025-11-30,Processing,Kolkata,Gujarat
23421,947,2024-09-22,2024-09-29,Delivered,Kharagpur,Andhra Pradesh
23422,4562,2025-03-09,2025-03-15,Delivered,Bettiah,Karnataka
23423,3805,2024-11-20,2024-11-27,Shipped,Ballia,Rajasthan
23424,3020,2025-06-23,2025-06-30,Shipped,Amaravati,Tamil Nadu
23425,1665,2026-02-03,2026-02-07,Delivered,Chandigarh,Tamil Nadu
23426,4012,2026-08-12,2026-08-16,Shipped,Suryapet,Rajasthan
